CSD refcode,CIF filename
GAXWUZ,gaxwuz_P1_H
GAXXAG,gaxxag_P1_H
GAYXEM,gayxem_P1_H
GAYXIQ,gayxiq_P1_H
GAZLAW,gazlaw_P1_H
GECRAI,gecrai_P1_charged_H
GEDDEA,geddea_P1_H
GEDQIR,gedqir_P1_H
GEDREO,gedreo_P1_H
GEDRIS,gedris_P1_H
GEDROY,gedroy_P1_H
GEDRUE,gedrue_P1_H
GEDSEP,gedsep_P1_H
GEDSIT,gedsit_P1_H
GEDSOZ,gedsoz_P1_H
GEDSUF,gedsuf_P1_H
GEFZAV,gefzav_P1_H
GEGBEB,gegbeb_P1_charged_H
GEGBOL,gegbol_P1_charged_H
GEGDED,gegded_P1_H
GEGSIW,gegsiw_P1_H
GEJJEL01,gejjel01_P1_H
GELPEV,gelpev_P1_H
GELVEZ,gelvez_P1_H
GELVEZ01,gelvez01_P1_H
GELVEZ02,gelvez02_P1_H
GELVID,gelvid_P1_H
GELVID01,gelvid01_P1_H
GERBEN,gerben_P1_H
GERPUP,gerpup_P1_H
GERWEH,gerweh_P1_H
GERWIL,gerwil_P1_charged_H
GERWOR,gerwor_P1_charged_H
GERXEJ,gerxej_P1_H
GEVVUB,gevvub_P1_H
GEWCOC,gewcoc_P1_H
GEWQAA,gewqaa_P1_H
GEYLEE,geylee_P1_H
GICXAU,gicxau_P1_H
GICXEY,gicxey_P1_H
GICXIC,gicxic_P1_H
GICXOI,gicxoi_P1_H
GIDRET,gidret_P1_H
GIFFAE,giffae_P1_H
GIFFEI,giffei_P1_H
GIFKAH,gifkah_P1_H
GIHVUR,gihvur_P1_H
GILYUY,gilyuy_P1_H
GINHOD,ginhod_P1_charged_H
GINLIA,ginlia_P1_H
GINTEF,gintef_P1_H
GINTIJ,gintij_P1_H
GINTOP,gintop_P1_H
GINWUY,ginwuy_P1_H
GINYAG,ginyag_P1_H
GINYIO,ginyio_P1_H
GINYOU,ginyou_P1_H
GINYUA,ginyua_P1_H
GIPFAP,gipfap_P1_H
GIRXUC,girxuc_P1_H
GIRYAJ,giryaj_P1_H
GIRYAK,giryak_P1_H
GIRZAK,girzak_P1_H
GITPIK,gitpik_P1_H
GIVNOQ,givnoq_P1_charged_H
GIWSOX,giwsox_P1_H
GIXVOB,gixvob_P1_H
GOCLUI,goclui_P1_H
GODDIP,goddip_P1_charged_H
GODMUK,godmuk_P1_charged_H
GODPEX,godpex_P1_H
GOMQUX,gomqux_P1_H
GOMRAE,gomrae_P1_H
GOSDEZ,gosdez_P1_H
GOSDID,gosdid_P1_H
GOVHIL,govhil_P1_H
GOVJIN,govjin_P1_H
GOVKOU,govkou_P1_charged_H
GOZROE,gozroe_P1_H
GUBKUL,gubkul_P1_H
GUFHUN,gufhun_P1_charged_H
GUFYUE,gufyue_P1_charged_H
GUGJEZ,gugjez_P1_H
GUGRAE,gugrae_P1_H
GUHMIH,guhmih_P1_charged_H
GUJREK,gujrek_P1_charged_H
GUJREK01,gujrek01_P1_charged_H
GUKBUL,gukbul_P1_charged_H
GUKNIK,guknik_P1_H
GUKNOS,guknos_P1_H
GUKQUZ,gukquz_P1_H
GUKVAK,gukvak_P1_H
GUKVEO,gukveo_P1_H
GUKVIS,gukvis_P1_H
GULGEZ,gulgez_P1_H
GULVUF,gulvuf_P1_H
GULWOA,gulwoa_P1_H
GURTIX,gurtix_P1_H
GUSNEN,gusnen_P1_H
GUSNOY,gusnoy_P1_H
GUTCEF,gutcef_P1_charged_H
GUTCIJ,gutcij_P1_charged_H
GUXJUF,guxjuf_P1_H
GUXQAR,guxqar_P1_H
GUXRID,guxrid_P1_H
HABQUY,habquy_P1_H
HACTEL,hactel_P1_H
HADXIW,hadxiw_P1_H
HAFQOW,hafqow_P1_H
HAFQUC,hafquc_P1_H
HAJJAH,hajjah_P1_H
HAJJEL,hajjel_P1_H
HAKVUN,hakvun_P1_charged_H
HAKWAU,hakwau_P1_H
HALNOB,halnob_P1_charged_H
HALNUH,halnuh_P1_charged_H
HAMLIT,hamlit_P1_charged_H
HAMREU,hamreu_P1_H
HAMRIY,hamriy_P1_H
HAMXIG,hamxig_P1_H
HANKUE,hankue_P1_charged_H
HANWAW,hanwaw_P1_H
HANZEF,hanzef_P1_H
HAPBOT,hapbot_P1_charged_H
HAPPAS,happas_P1_H
HAPVAX,hapvax_P1_H
HAPVEB,hapveb_P1_H
HAQJIV,haqjiv_P1_H
HAQKES,haqkes_P1_charged_H
HASSUR,hassur_P1_H
HASTAY,hastay_P1_H
HAVPUT,havput_P1_charged_H
HAVZIP,havzip_P1_charged_H
HAWREE,hawree_P1_H
HAZGOF,hazgof_P1_H
HAZGOF01,hazgof01_P1_H
HAZGOF02,hazgof02_P1_H
HAZGOF03,hazgof03_P1_H
HAZGOF04,hazgof04_P1_H
HAZGOF05,hazgof05_P1_H
HAZGOF06,hazgof06_P1_H
HAZGOF07,hazgof07_P1_H
HAZGOF08,hazgof08_P1_H
HAZGOF17,hazgof17_P1_H
HAZSIL,hazsil_P1_H
HEBCEA,hebcea_P1_H
HEBZAR,hebzar_P1_H
HEBZEV,hebzev_P1_H
HECXAS,hecxas_P1_H
HEDBID,hedbid_P1_H
HEDBOJ,hedboj_P1_H
HEDBUP,hedbup_P1_H
HEDCAW,hedcaw_P1_H
HEFDED,hefded_P1_H
HEFDIH,hefdih_P1_H
HEFDUT,hefdut_P1_charged_H
HEHKUD,hehkud_P1_charged_H
HEHLAK,hehlak_P1_charged_H
HEHTUM,hehtum_P1_H
HEHTUM01,hehtum01_P1_H
HEHVAU,hehvau_P1_H
HEHVOI,hehvoi_P1_H
HEHZAY,hehzay_P1_charged_H
HEJNIW,hejniw_P1_H
HEMBOT,hembot_P1_H
HEMBUZ,hembuz_P1_H
HEMTEZ,hemtez_P1_charged_H
HENJUI,henjui_P1_H
HENYOR,henyor_P1_H
HENYUX,henyux_P1_H
HEPCIR,hepcir_P1_H
HEPQUR,hepqur_P1_H
HERHAQ,herhaq_P1_H
HERHEU,herheu_P1_H
HERHOE,herhoe_P1_H
HERHUK02,herhuk02_P1_H
HERJAS,herjas_P1_H
HERJOG,herjog_P1_H
HESCUG,hescug_P1_H
HESDAN,hesdan_P1_H
HETCOB,hetcob_P1_charged_H
HEXVEM,hexvem_P1_H
HEZSAG,hezsag_P1_H
HICCUU,hiccuu_P1_H
HICKAG,hickag_P1_H
HICNIT,hicnit_P1_H
HICNOZ,hicnoz_P1_H
HICVUM,hicvum_P1_H
HIDBIH,hidbih_P1_H
HIFHIP,hifhip_P1_H
HIFTOG03,hiftog03_P1_H
HIFZAY,hifzay_P1_charged_H
HIHFUB,hihfub_P1_charged_H
HIPWOV,hipwov_P1_H
HIQDUJ,hiqduj_P1_H
HIQDUJ01,hiqduj01_P1_H
HIQDUJ02,hiqduj02_P1_H
HIQDUJ03,hiqduj03_P1_H
HIQDUJ04,hiqduj04_P1_H
HIQDUJ05,hiqduj05_P1_H
HIQDUJ06,hiqduj06_P1_H
HIQDUJ07,hiqduj07_P1_H
HIQDUJ08,hiqduj08_P1_H
HIQDUJ09,hiqduj09_P1_H
HISJEA,hisjea_P1_H
HISJIE,hisjie_P1_H
HIWXER,hiwxer_P1_H
HIXDOH01,hixdoh01_P1_H
HIXXAQ,hixxaq_P1_H
HIXXAQ01,hixxaq01_P1_H
HIYGIH,hiygih_P1_H
HIYRAJ,hiyraj_P1_H
HOCMOE,hocmoe_P1_charged_H
HOGJUK,hogjuk_P1_charged_H
HOGLEV01,hoglev01_P1_H
HOGTOM,hogtom_P1_H
HOJJAU,hojjau_P1_H
HOMZEP,homzep_P1_H
HOQBOF,hoqbof_P1_H
HOWPOZ,howpoz_P1_H
HOWPUF,howpuf_P1_H
HOWQAM,howqam_P1_H
HOWQOA,howqoa_P1_H
HOWRUI,howrui_P1_H
HOWSAP,howsap_P1_H
HOXKIP,hoxkip_P1_H
HOXWOJ,hoxwoj_P1_H
HOZBUV,hozbuv_P1_H
HOZFIN,hozfin_P1_charged_H
HOZQAR,hozqar_P1_H
HUCFAO,hucfao_P1_H
HUDMEA,hudmea_P1_H
HUHHOI,huhhoi_P1_H
HUJGEA,hujgea_P1_H
HUJQAH,hujqah_P1_H
HULCOI,hulcoi_P1_H
HULRIR,hulrir_P1_H
HUPTER,hupter_P1_H
HUQHUY,huqhuy_P1_H
HURKEN,hurken_P1_H
HURQUG,hurqug_P1_H
HUVHIR,huvhir_P1_H
HUVHOX,huvhox_P1_charged_H
HUWHOY,huwhoy_P1_H
HUWLUI,huwlui_P1_H
HUWRAV,huwrav_P1_charged_H
HUWRID,huwrid_P1_charged_H
HUWSIE,huwsie_P1_charged_H
HUYJOA,huyjoa_P1_H
HUYKER,huyker_P1_H
HUZSUR,huzsur_P1_H
HUZYAE,huzyae_P1_H
IBACAS,ibacas_P1_H
IBARUA,ibarua_P1_H
IBASAH,ibasah_P1_H
IBASEL,ibasel_P1_H
IBASOV,ibasov_P1_H
IBASOX,ibasox_P1_H
IBASUB,ibasub_P1_H
IBATAI,ibatai_P1_H
IBATEM,ibatem_P1_H
IBITUK,ibituk_P1_charged_H
IBIYOI,ibiyoi_P1_charged_H
IBIYUO,ibiyuo_P1_H
IBOWIH,ibowih_P1_charged_H
ICEPEM,icepem_P1_H
ICITEU,iciteu_P1_charged_H
ICIVAS,icivas_P1_H
ICIZOL,icizol_P1_H
ICOSEB,icoseb_P1_H
ICOYIK,icoyik_P1_H
ICUDIX,icudix_P1_charged_H
IDAGEA,idagea_P1_H
IDAGUR,idagur_P1_H
IDORAW,idoraw_P1_H
IDUQUT,iduqut_P1_H
IDUYOX,iduyox_P1_charged_H
IFANOV,ifanov_P1_H
IFANUB,ifanub_P1_H
IFAPAJ,ifapaj_P1_H
IFASOZ,ifasoz_P1_H
IFIPIZ,ifipiz_P1_H
IFOSIG,ifosig_P1_H
IGAHAB,igahab_P1_H
IGAHED,igahed_P1_H
IGAHED02,igahed02_P1_H
IGIFOW,igifow_P1_H
IGITOJ,igitoj_P1_H
IGIZUW,igizuw_P1_charged_H
IGOCUD,igocud_P1_H
IGOGOD,igogod_P1_H
IGUFOH,igufoh_P1_charged_H
IHAZOH,ihazoh_P1_charged_H
IHIMAP01,ihimap01_P1_H
IJANAJ,ijanaj_P1_H
IJEJEP,ijejep_P1_charged_H
IJEVEA,ijevea_P1_H
IJEVIE,ijevie_P1_charged_H
IJEXAX,ijexax_P1_H
IJEXEB,ijexeb_P1_H
IJEXUR,ijexur_P1_charged_H
IJEXUS,ijexus_P1_charged_H
IJEYIG,ijeyig_P1_H
IJICAI,ijicai_P1_H
IJICIQ,ijiciq_P1_charged_H
IKAYAU,ikayau_P1_H
IKETIB,iketib_P1_charged_H
IKETOH,iketoh_P1_charged_H
IKETUN,iketun_P1_H
IKEZED,ikezed_P1_charged_H
IKILIA,ikilia_P1_H
IKOQII,ikoqii_P1_charged_H
IKOTUZ,ikotuz_P1_H
IKOVAH,ikovah_P1_H
IKOVEL,ikovel_P1_H
ILIFOY,ilifoy_P1_H
ILIFUE,ilifue_P1_H
ILIGAL,iligal_P1_H
ILIGEP,iligep_P1_H
ILOJOJ,ilojoj_P1_H
ILUGOM,ilugom_P1_H
ILUHON,iluhon_P1_H
ILUJAB,ilujab_P1_H
ILUJIJ,ilujij_P1_H
ILUREP,ilurep_P1_H
ILUROZ,iluroz_P1_H
IMIDZB,imidzb_P1_H
IMIDZB11,imidzb11_P1_H
IMUVAO,imuvao_P1_H
INAMUG,inamug_P1_H
INEBOT,inebot_P1_charged_H
INEBOT01,inebot01_P1_charged_H
INEMUM,inemum_P1_H
INIGIX,inigix_P1_H
INIREE,iniree_P1_H
INIRII,inirii_P1_H
INISAB,inisab_P1_H
INOCUM,inocum_P1_charged_H
INODEX,inodex_P1_H
IPAQIC,ipaqic_P1_H
IPAQOI,ipaqoi_P1_H
IPAQUO,ipaquo_P1_H
IPEXOT,ipexot_P1_H
IPEXUZ,ipexuz_P1_H
IPIJUM,ipijum_P1_H
IPOCEY,ipocey_P1_charged_H
IPUPIU,ipupiu_P1_H
IQOKIK,iqokik_P1_H
IRATAZ,irataz_P1_H
IREGOD,iregod_P1_charged_H
IRELAU,irelau_P1_H
IRISAD,irisad_P1_charged_H
ISAYOQ,isayoq_P1_charged_H
ISIKIF,isikif_P1_H
ITIZUH,itizuh_P1_H
IVEQEG01,iveqeg01_P1_H
IVESOS,ivesos_P1_charged_H
IVILEG,ivileg_P1_charged_H
IVOCIH,ivocih_P1_H
IWAVIM,iwavim_P1_H
IWEPEF,iwepef_P1_H
IWEPIJ,iwepij_P1_H
IWEVAJ,iwevaj_P1_H
IWEXAM,iwexam_P1_H
IWOSAP,iwosap_P1_H
IXEJIG,ixejig_P1_H
IXEJOM,ixejom_P1_H
IXEJUS,ixejus_P1_H
IYACOD,iyacod_P1_H
IYAHAR,iyahar_P1_charged_H
IYAHAT,iyahat_P1_H
IYAHEX,iyahex_P1_H
IYAJUP,iyajup_P1_charged_H
IYAKIE,iyakie_P1_H
IYALUR,iyalur_P1_H
IYEPUZ,iyepuz_P1_H
IYESUC,iyesuc_P1_H
IYIHUU,iyihuu_P1_H
IYUCIQ,iyuciq_P1_H
IYUHIU,iyuhiu_P1_H
IYUHOA,iyuhoa_P1_charged_H
IYUJAO,iyujao_P1_H
IZENOS,izenos_P1_charged_H
IZENUY,izenuy_P1_charged_H
IZEQUB,izequb_P1_H
IZETUF,izetuf_P1_charged_H
IZIBUQ,izibuq_P1_H
IZOWAW,izowaw_P1_charged_H
IZUJEV,izujev_P1_H
IZUKIZ,izukiz_P1_H
JADMAF,jadmaf_P1_H
JADTUH,jadtuh_P1_charged_H
JAHROD,jahrod_P1_H
JAHXUM,jahxum_P1_H
JALLOA,jalloa_P1_H
JAMLIT,jamlit_P1_charged_H
JANQOI,janqoi_P1_H
JARMEU,jarmeu_P1_charged_H
JARMEU10,jarmeu10_P1_charged_H
JASNEX01,jasnex01_P1_H
JATPAZ,jatpaz_P1_H
JAVNIE,javnie_P1_H
JAYXAL,jayxal_P1_charged_H
JEBCOJ,jebcoj_P1_H
JEBWEV,jebwev_P1_charged_H
JEDJUY,jedjuy_P1_H
JEFSUJ,jefsuj_P1_H
JEFWUQ,jefwuq_P1_H
JEGSAT,jegsat_P1_H
JEGSIB,jegsib_P1_H
JEGSUN,jegsun_P1_H
JEGTEY,jegtey_P1_H
JEGTIC,jegtic_P1_H
JEJWIF,jejwif_P1_H
JEJWOL,jejwol_P1_H
JENKET,jenket_P1_H
JENQAY,jenqay_P1_H
JENQEC,jenqec_P1_H
JENQIG,jenqig_P1_H
JENQOM,jenqom_P1_H
JEQDER,jeqder_P1_H
JETLUS,jetlus_P1_H
JEWXER,jewxer_P1_H
JICJAJ,jicjaj_P1_H
JICJEN,jicjen_P1_H
JIDBAC,jidbac_P1_charged_H
JIDBEG,jidbeg_P1_charged_H
JIDPAQ,jidpaq_P1_charged_H
JIDRUM,jidrum_P1_charged_H
JIFGEN,jifgen_P1_H
JIHWAB,jihwab_P1_H
JIJDIS,jijdis_P1_H
JIJDOY,jijdoy_P1_H
JIJTOO,jijtoo_P1_H
JINKUP,jinkup_P1_charged_H
JISQEK,jisqek_P1_charged_H
JITPOS,jitpos_P1_charged_H
JIVSAJ,jivsaj_P1_charged_H
JIVSEN,jivsen_P1_charged_H
JIWKUW,jiwkuw_P1_H
JIXKAF,jixkaf_P1_H
JIYBEB,jiybeb_P1_H
JIYKUA,jiykua_P1_H
JIYSUI,jiysui_P1_H
JIZWAS,jizwas_P1_H
JIZWAS01,jizwas01_P1_H
JIZWAS02,jizwas02_P1_H
JIZWEW,jizwew_P1_H
JIZWIA,jizwia_P1_H
JIZWOG,jizwog_P1_H
JOFGOC,jofgoc_P1_H
JOGHUL,joghul_P1_H
JOGJEX,jogjex_P1_charged_H
JOGRUT,jogrut_P1_charged_H
JOGSAA,jogsaa_P1_charged_H
JOLVOY,jolvoy_P1_H
JOLYEQ,jolyeq_P1_H
JOMZIX,jomzix_P1_H
JORQAK,jorqak_P1_H
JOTDEE,jotdee_P1_charged_H
JOTDII,jotdii_P1_charged_H
JOYHOW,joyhow_P1_H
JUCYOY,jucyoy_P1_H
JUCZAL,juczal_P1_H
JUFCAR,jufcar_P1_H
JUFTEM,juftem_P1_H
JUGXIV,jugxiv_P1_H
JULHEG,julheg_P1_H
JURKIS,jurkis_P1_H
JURZAA,jurzaa_P1_H
JUTCIM,jutcim_P1_H
JUTWED,jutwed_P1_charged_H
JUTZEG,jutzeg_P1_charged_H
JUXQAW,juxqaw_P1_charged_H
JUZXAD01,juzxad01_P1_H
KABJOQ,kabjoq_P1_H
KABPEM,kabpem_P1_H
KACZEV,kaczev_P1_H
KACZIZ,kacziz_P1_H
KAGCAY,kagcay_P1_H
KAHPUE,kahpue_P1_H
KAKCEH,kakceh_P1_H
KAKCEH01,kakceh01_P1_charged_H
KAKCEH02,kakceh02_P1_charged_H
KALHAK,kalhak_P1_H
KALHOY,kalhoy_P1_H
KALHUE,kalhue_P1_H
KALJAM,kaljam_P1_H
KAMZUV,kamzuv_P1_H
KASHUK,kashuk_P1_H
KASRAZ,kasraz_P1_H
KASRED,kasred_P1_H
KAVKIC,kavkic_P1_H
KAWHEY,kawhey_P1_H
KAWQOP,kawqop_P1_H
KAWQUX,kawqux_P1_H
KAWXEO,kawxeo_P1_charged_H
KAWXIS,kawxis_P1_charged_H
KAZXEQ,kazxeq_P1_charged_H
KECROD,kecrod_P1_charged_H
KECRUJ,kecruj_P1_charged_H
KEDQAN,kedqan_P1_H
KEFBEE,kefbee_P1_H
KEFBII,kefbii_P1_H
KEFBOO,kefboo_P1_H
KEGBIK,kegbik_P1_charged_H
KEGBUX,kegbux_P1_H
KEHDUA,kehdua_P1_charged_H
KEJBOQ,kejboq_P1_H
KEJHIQ,kejhiq_P1_H
KEPPIF,keppif_P1_charged_H
KEQDER,keqder_P1_H
KERFOF,kerfof_P1_H
KESFUM,kesfum_P1_H
KEVKAA,kevkaa_P1_H
KEVWUF,kevwuf_P1_charged_H
KEWNUX,kewnux_P1_H
KEXFAU,kexfau_P1_H
KEYMUY,keymuy_P1_charged_H
KICXEB,kicxeb_P1_H
KIDVIE,kidvie_P1_H
KIDXIH,kidxih_P1_H
KIHXUX,kihxux_P1_H
KIJRUS,kijrus_P1_H
KIKFIV,kikfiv_P1_H
KINRIK,kinrik_P1_charged_H
KINROQ,kinroq_P1_charged_H
KIPJIE,kipjie_P1_H
KIPJOK,kipjok_P1_H
KIPKAX,kipkax_P1_H
KITVAM,kitvam_P1_H
KIVDUQ,kivduq_P1_H
KIVFAY,kivfay_P1_H
KIVFEC,kivfec_P1_H
KIVJIL,kivjil_P1_H
KIYBIF,kiybif_P1_H
KIZCII,kizcii_P1_charged_H
KOBFEN,kobfen_P1_H
KOBPIB,kobpib_P1_H
KOBPUN,kobpun_P1_H
KOBXIL,kobxil_P1_charged_H
KOCCOW,koccow_P1_H
KOCCUC,koccuc_P1_H
KOCWEF,kocwef_P1_H
KODPUP02,kodpup02_P1_H
KOFPEB,kofpeb_P1_H
KOFPEB01,kofpeb01_P1_H
KOFPEB02,kofpeb02_P1_H
KOFPEB03,kofpeb03_P1_H
KOFPEB04,kofpeb04_P1_H
KOFPEB05,kofpeb05_P1_H
KOFVOS,kofvos_P1_H
KOGTAE,kogtae_P1_H
KOGTEI,kogtei_P1_H
KOHKIC,kohkic_P1_H
KOHKOI,kohkoi_P1_H
KOMLUW,komluw_P1_H
KOQLEK,koqlek_P1_H
KOTLOX,kotlox_P1_H
KOTSIX,kotsix_P1_H
KOVHAH,kovhah_P1_charged_H
KOXSIC,koxsic_P1_charged_H
KOZDEK,kozdek_P1_charged_H
KOZQEX,kozqex_P1_H
KUDLUR,kudlur_P1_H
KUDMAY,kudmay_P1_H
KUFBEU,kufbeu_P1_H
KUFVIS,kufvis_P1_H
KUGZIW,kugziw_P1_charged_H
KUJNOT,kujnot_P1_H
KUJNUZ,kujnuz_P1_H
KUKHAB,kukhab_P1_H
KUKMUA,kukmua_P1_H
KUKWAR,kukwar_P1_H
KUKZOH,kukzoh_P1_H
KULLAG,kullag_P1_H
KULLEK,kullek_P1_H
KULYUO,kulyuo_P1_H
KULZIC,kulzic_P1_H
KUNSET,kunset_P1_charged_H
KUNSUJ,kunsuj_P1_H
KUNTAQ,kuntaq_P1_H
KUNTAQ01,kuntaq01_P1_H
KUNTAQ02,kuntaq02_P1_H
KUNTAQ03,kuntaq03_P1_H
KUSRUN,kusrun_P1_H
KUTCUZ,kutcuz_P1_H
KUTDAG,kutdag_P1_charged_H
KUTNEU,kutneu_P1_H
KUTRIC,kutric_P1_H
KUTRUO,kutruo_P1_charged_H
KUVMIZ,kuvmiz_P1_charged_H
KUVYAD,kuvyad_P1_charged_H
KUWPAV,kuwpav_P1_H
KUYGOC,kuygoc_P1_H
KUYHIY,kuyhiy_P1_H
KUYJAS,kuyjas_P1_charged_H
KUZQAA,kuzqaa_P1_H
KUZREF,kuzref_P1_H
LABNAG,labnag_P1_H
LABRUE,labrue_P1_charged_H
LACGIH,lacgih_P1_H
LACYIA,lacyia_P1_charged_H
LADHIJ,ladhij_P1_H
LADQEP,ladqep_P1_H
LADQIT,ladqit_P1_H
LADQOZ,ladqoz_P1_H
LADQUF,ladquf_P1_H
LAGTIY,lagtiy_P1_charged_H
LAGWEX,lagwex_P1_H
LAGWUN,lagwun_P1_H
LAHYOL,lahyol_P1_H
LAJKUE,lajkue_P1_charged_H
LAJLAL,lajlal_P1_charged_H
LAJLEP,lajlep_P1_charged_H
LAJLIT,lajlit_P1_charged_H
LAJNES,lajnes_P1_H
LAJNIW,lajniw_P1_H
LALFEL,lalfel_P1_charged_H
LALPIZ,lalpiz_P1_H
LALPOF,lalpof_P1_H
LAPBUD,lapbud_P1_H
LAQXOU,laqxou_P1_H
LARKOI,larkoi_P1_H
LARPOL,larpol_P1_charged_H
LARVIL,larvil_P1_H
LARVIM,larvim_P1_H
LARXUA,larxua_P1_H
LASDEQ,lasdeq_P1_H
LASGIZ,lasgiz_P1_charged_H
LASGOF,lasgof_P1_charged_H
LASYOU,lasyou_P1_H
LAVTAF,lavtaf_P1_H
LAVTEJ,lavtej_P1_H
LAVTIN,lavtin_P1_H
LAVTOT,lavtot_P1_H
LAVTUZ,lavtuz_P1_H
LAVZOA,lavzoa_P1_H
LAVZUG,lavzug_P1_charged_H
LAWHUP,lawhup_P1_H
LAYQUA,layqua_P1_H
LAZHUR,lazhur_P1_H
LAZJAZ,lazjaz_P1_H
LAZJED,lazjed_P1_H
LAZQIO,lazqio_P1_H
LAZQOU,lazqou_P1_H
LAZQUA,lazqua_P1_H
LAZXOB,lazxob_P1_H
LEBBUS,lebbus_P1_H
LECFAC,lecfac_P1_H
LECFEG,lecfeg_P1_H
LECGAD,lecgad_P1_H
LECGIL,lecgil_P1_charged_H
LEDGIO,ledgio_P1_H
LEGGIO,leggio_P1_H
LEGGOU,leggou_P1_H
LEJDOX,lejdox_P1_H
LEJDUD,lejdud_P1_H
LEJFAL,lejfal_P1_H
LEJFIT,lejfit_P1_H
LEJRIC,lejric_P1_H
LEKMEW,lekmew_P1_H
LEKNOH,leknoh_P1_H
LELDUD,leldud_P1_H
LEPKEZ,lepkez_P1_charged_H
LEPKID,lepkid_P1_charged_H
LEPKOJ,lepkoj_P1_charged_H
LEPKUO,lepkuo_P1_H
LEPLAV,leplav_P1_H
LEPSIL,lepsil_P1_H
LETFIA,letfia_P1_charged_H
LEVFAW,levfaw_P1_H
LEYFUS,leyfus_P1_charged_H
LEZWUK,lezwuk_P1_charged_H
LEZXAR,lezxar_P1_charged_H
LIBQIY,libqiy_P1_charged_H
LICGOW,licgow_P1_H
LIGQEA,ligqea_P1_H
LIJGUJ,lijguj_P1_H
LIJQON,lijqon_P1_H
LIJXEI,lijxei_P1_H
LIKBAJ,likbaj_P1_H
LIKBAL,likbal_P1_H
LIKWUA,likwua_P1_H
LIKXUB,likxub_P1_H
LIKYAI,likyai_P1_charged_H
LIKYEM,likyem_P1_H
LIPQIL,lipqil_P1_charged_H
LIQDAS,liqdas_P1_H
LIRVAK,lirvak_P1_charged_H
LITKIL,litkil_P1_charged_H
LIXCIG,lixcig_P1_H
LIXCOM,lixcom_P1_H
LIXCUS,lixcus_P1_H
LIXDAZ,lixdaz_P1_H
